RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber,100.6079961,81.98734877,0.042989621,99.92630351
2.531,21956.3,409323,-1.07E+04,67,473,14125,1,1,0,1
0,9252.26,12829,-3159,28,157,692,1,1,0,1
0,7404.95,10491,-2692,19,125,485,1,1,0,1
4.56,9819.07,34555.5,-4462.35,121,208,1691,1,1,0,1
0,10801.5,22708,-4856,29,210,1115,1,1,0,1
3.341,5902.05,7151.62,-1807.09,69,104,457,1,1,0,1
2.296,8782.14,10614.1,-2824.02,95,139,587,1,1,0,1
2.113,5116.05,4223.36,-7.35E+02,14,79,317,1,0,0,1
4.031,14787.7,100864,-5663.62,153,281,4061,1,1,0,1
0,11880.2,63118,-5779,64,237,2901,1,1,0,1
0,12829.9,187994,-8816,147,294,7952,1,1,0,1
2.27,5187.01,4279.21,-1.75E+03,8,79,317,1,0,0,1
2.789,10086,48506.7,-5.84E+03,41,216,2677,1,1,0,1
0,10867.8,60408,-6633,132,261,2828,1,1,0,1
0,12055.9,41302,-4261,114,222,1876,1,1,0,1
4.96,5674.14,3073.16,-8.70E+02,11,75,166,1,0,0,1
4.631,9380.64,30353,-3253.7,116,171,1747,1,1,0,1
3.468,9517.93,26335.4,-3328.62,26,174,1415,1,1,0,1
0,5981.05,5907,-2220,16,92,370,1,0,0,1
1.791,5125.46,2886.98,-1206.82,54,67,224,1,0,0,1
2.674,13771.1,143816,-5771.46,160,308,6057,1,1,0,1
2.245,14713.6,116225,-6.12E+03,45,271,4426,1,1,0,1
3.039,14356.5,142404,-6168.63,173,308,6057,1,1,0,1
1.175,5390.37,4698.02,-1.80E+03,16,85,343,1,0,0,1
4.096,6872.85,4037.5,-2244.01,67,101,249,1,0,0,1
0,15790.4,90020,-8703,111,329,3888,1,1,0,1
2.546,16033.7,115935,-4.68E+03,63,271,4426,1,1,0,1
2.821,13109.6,60817.6,-5.81E+03,28,247,2754,1,1,0,1
2,10349.8,58030.5,-4515.86,138,217,2904,1,1,0,1
1.379,9648.92,17432.2,-4054.53,35,183,931,1,1,0,1
1.533,2436.78,66.7972,-3.39E+02,92,33,5,1,0,0,1
2.013,20295.7,151831,-9.35E+03,94,449,5537,1,1,0,1
0,5342.4,5367,-1317,17,89,372,1,1,0,1
3.814,9910.85,34911.6,-3549.74,84,176,1922,1,1,0,1
3.843,7974.5,12831.9,-2698.55,15,132,806,1,1,0,1
4.732,14615.9,79153.6,-6917.86,74,320,3466,1,1,0,1
2.92,7519.28,4930.65,-1.79E+03,21,86,205,1,0,0,1
1.847,21595.9,411712,-6.15E+03,95,473,14125,1,1,0,1
2.862,9024.62,13575.8,-2985.79,12,148,729,1,1,0,1
3.298,13154.8,50654.5,-5.18E+03,19,215,2188,1,1,0,1
4.038,10291.9,51302.8,-2.21E+03,31,216,2677,1,1,0,1
0,9876.77,12132,-3185,92,162,622,1,1,0,1
3.63,25813.5,288239,-1.01E+04,108,537,8350,1,1,0,1
3.457,4749.78,3179.71,-1176.65,35,71,249,1,0,0,1
2.03,7209.14,9458.41,-3159.89,20,138,554,1,1,0,1
0,7191.13,7212,-3103,23,114,460,1,1,0,1
4.323,13423.3,77766.5,-5624.9,27,262,3211,1,1,0,1
2.639,14808.8,60452.2,-6619.5,161,305,2610,1,1,0,1
2.083,8459.26,12204.8,-2537.15,82,128,693,1,1,0,1
0,5577.21,5402,-1431,10,90,371,1,0,0,1
3.03,14861.5,144557,-5912.79,176,308,6057,1,1,0,1
4.747,9488.38,38820.3,-2.28E+03,11,196,1885,1,1,0,1
4.057,22072.7,515911,-11828.4,138,540,18067,1,1,0,1
3.365,15412.8,144651,-5812.1,176,308,6057,1,1,0,1
2.993,4321.38,1917.79,-1055.43,5,63,166,1,0,0,1
2.382,10871.9,38076.8,-4225.31,112,205,1751,1,1,0,1
1.817,10791.7,36152.2,-2.73E+03,49,234,1581,1,1,0,1
4.106,15134.4,142568,1.36E+05,52,315,5844,1,1,0,0
4.619,14004.1,78100.3,-7162.86,52,320,3466,1,1,0,1
0,14124.7,139723,-6762,63,323,6399,1,1,0,1
0,9883.21,34646,-4441,40,187,1638,1,1,0,1
2.931,16301.3,111609,-2.30E+03,44,322,4619,1,1,0,1
4.302,10166,34834.3,-4397.74,130,208,1691,1,1,0,1
3.508,13137.1,78529.5,-6.01E+03,48,272,3539,1,1,0,1
2.759,8125.52,9240.44,-2994.65,18,138,554,1,1,0,1
2.258,8258.02,12107.9,-2594.43,80,128,693,1,1,0,1
4.291,13778.3,52405,-6141.13,49,288,2334,1,1,0,1
0,11345.3,117926,-6098,51,254,5407,1,1,0,1
2.832,7619.84,14512.7,-2308.64,86,120,809,1,1,0,1
3.117,12271.9,114568,-3.35E+03,47,235,4905,1,1,0,1
1.505,6638.27,5345.31,-2.09E+03,9,79,292,1,0,0,1
4.2,13541.8,90810.6,-3.40E+03,44,254,3885,1,1,0,1
0,6193.55,6603.99,-2222.61,12,105,459,1,1,0,1
0,11964.3,54731,-7620,50,278,2607,1,1,0,1
3.22,25082,253828,-8.88E+03,100,537,8350,1,1,0,1
4.424,13505.8,51760.6,-6113.75,60,288,2334,1,1,0,1
4.746,7456.18,8826.73,-1807.67,67,107,517,1,1,0,1
3.036,11600.6,79400.6,-7.85E+03,37,272,3539,1,1,0,1
0,11146.1,49899,-5125,147,225,2251,1,1,0,1
1.797,10888.7,33817.1,-2.93E+03,21,234,1581,1,1,0,1
2.08,5640.65,7639.01,-1963.49,77,104,457,1,1,0,1
0,15068.5,107553,-7120,44,302,4252,1,1,0,1
1.491,2602.98,51.3839,-5.80E+02,8,33,5,1,0,0,1
4.553,13836.4,95005.3,-5649.94,49,294,4249,1,1,0,1
2.134,3873.44,1455.22,-976.691,42,52,133,1,0,0,1
0,12916.3,54460,-5513,33,251,2261,1,1,0,1
2.995,14178.3,90986.3,-5.05E+03,51,254,3885,1,1,0,1
0,7134.62,12862,-2386,15,132,807,1,1,0,1
4.653,9253.41,38031.5,-3700.22,38,180,2054,1,1,0,1
2.891,11017.3,85344.7,-3.15E+03,18,220,3450,1,1,0,1
4.64,8228.31,5482.6,-2.10E+03,27,86,205,1,0,0,1
3.756,4037.11,2172.9,-910.295,20,54,165,1,0,0,1
0,11570.2,61963,-5535,46,254,2898,1,1,0,1
2.579,6817.23,5234.12,-2160.64,60,107,346,1,0,0,1
4.585,9613.75,52353.8,-2.15E+03,19,188,2599,1,1,0,1
0,28487.4,551602,-16915,130,677,15870,1,1,0,1
3.982,12856.4,49613.3,-5.22E+03,28,215,2188,1,1,0,1
2.477,8395.52,25649.7,-1.87E+03,25,156,1364,1,1,0,1
2.424,10522.3,10460,-1.56E+03,39,154,587,1,0,0,1
1.524,4131.27,2174.93,-1090.84,20,54,165,1,0,0,1
3.233,13036.9,60446.9,-4.91E+03,25,247,2754,1,1,0,1
0,23006.3,318240,-10326,108,493,9419,1,1,0,1
2.527,21042.1,412354,-8.91E+03,62,473,14125,1,1,0,1
3.912,14754.3,122612,-2.17E+03,56,235,4905,1,1,0,1
1.916,6017.86,4157.2,-966.183,95,88,318,1,0,0,1
0,16684.6,148056,-8123,35,324,5526,1,1,0,1
4.992,8290.85,10682.7,-2413.49,64,140,590,1,1,0,1
2.062,12806.4,73746.8,-4.00E+03,26,249,3630,1,1,0,1
0,10191.7,27998,-3089,41,151,1163,1,1,0,1
4.572,9411.8,37974.7,-3786.52,45,180,2054,1,1,0,1
3.758,9832.19,26475.7,-3364.2,29,174,1415,1,1,0,1
0,11749.3,76455,-4753,42,283,3293,1,1,0,1
0,9839.47,36237.8,-4585.34,116,196,1869,1,1,0,1
4.394,7970.11,4726.55,-2684.02,27,131,271,1,0,0,1
4.382,7546.32,6816.97,-1.13E+03,16,119,395,1,0,0,1
0,19469.2,227529,-8675,215,429,6760,1,1,0,1
0,10397.2,63745,-7230,81,244,3292,1,1,0,1
2.085,21963.7,411542,-9.74E+03,68,473,14125,1,1,0,1
2.138,13156,51386.8,-3.39E+03,38,234,2464,1,1,0,1
0,8973.04,16825,-2913,12,160,934,1,1,0,1
2.866,23214.2,265236,-1.08E+04,79,540,8870,1,1,0,1
3.861,10193,34175.2,-3452.03,80,176,1922,1,1,0,1
4.61,11734.7,55962.3,-2.19E+03,40,223,2822,1,1,0,1
2.685,11689.1,50180.3,-3.80E+03,37,224,2192,1,1,0,1
2.664,9360.72,39031.4,-2.81E+03,15,196,1885,1,1,0,1
1.731,2579.3,50.9989,-4.83E+02,8,33,5,1,0,0,1
0,5009.23,10692,-1550,13,89,762,1,1,0,1
0,8738.73,9762,-2121,29,127,618,1,1,0,1
0,12484,53275,-5933,59,229,2391,1,1,0,1
0,29793.1,553405,-20168,110,654,16421,1,1,0,1
0,11162.6,30961,-4284,12,212,1365,1,1,0,1
0,11824.3,37495,-4997,38,224,1697,1,1,0,1
1.414,2270.29,51.8026,-4.69E+02,8,33,5,1,0,0,1
4.918,7636.62,9374.24,-1805.03,61,107,517,1,1,0,1
0,6557.18,6092,-1570,33,105,371,1,0,0,1
3.895,9759.54,27630.1,-3.87E+03,27,194,1521,1,1,0,1
4.55,13792.6,96712.6,-5758.16,55,294,4249,1,1,0,1
1.311,9175.46,17142.9,-4255.85,35,183,931,1,1,0,1
3.932,11339.5,39560.7,-3815.5,72,193,2118,1,1,0,1
2.775,5751.52,4112.01,-1575.83,126,88,318,1,0,0,1
2.465,7456.61,5575.89,-1.43E+03,17,79,292,1,0,0,1
3.301,22811.6,411253,-2.57E+03,68,473,14125,1,1,0,1
1.663,3981.55,2209.75,-1140.13,20,54,165,1,0,0,1
3.232,9556.11,32824,-3581.94,59,176,1922,1,1,0,1
1.032,2572.55,50.5167,-6.24E+02,8,33,5,1,0,0,1
4.778,9098.39,37724.9,-3802.18,39,180,2054,1,1,0,1
4.65,5002.57,4075.71,-1239.03,20,72,340,1,0,0,1
3.65,12452,93589.4,-1.42E+03,31,220,3450,1,1,0,1
1.601,6935.55,5546.83,-1.85E+03,16,79,292,1,0,0,1
4.597,14432.7,103059,-5819.54,149,281,4061,1,1,0,1
0,9207.99,15307,-4511,83,160,735,1,1,0,1
3.45,4629.43,3223.47,-1232.17,34,71,249,1,0,0,1
3.805,8642.34,26761,-2779.53,87,156,1521,1,1,0,1
4.503,10264.6,35072,-4414.2,108,208,1691,1,1,0,1
0,4383.92,4147,-388,9,64,266,1,0,0,1
2.284,12117.3,113403,-1.72E+03,64,235,4905,1,1,0,1
0,17164.7,113200,-11026,211,364,4157,1,1,0,1
0,9633.52,22985,-4130,135,183,1163,1,1,0,1
4.055,10839.8,26663,-4142.87,43,214,1469,1,1,0,1
4.139,9254.94,11764.7,-3026.52,42,156,654,1,1,0,1
4.335,8426.28,10755.5,-3134.65,33,156,654,1,1,0,1
0,7905.92,8899,-1433,20,123,520,1,1,0,1
0,18097.2,237433,-9181,192,381,7710,1,1,0,1
1.861,2304.81,61.598,-3.19E+02,92,33,5,1,0,0,1
2.667,24606.8,299501,-1.01E+04,99,537,8350,1,1,0,1
2.427,6555.22,12092,-1788.06,8,105,765,1,1,0,1
4.453,8241.28,4765.03,-2661.91,25,131,271,1,0,0,1
0,12379.2,87353,-5480,65,271,3972,1,1,0,1
2.12,3960.36,2216.28,-1066.98,20,54,165,1,0,0,1
0,8439.1,21103,-4415,7,109,654,1,1,0,1
0,9602.69,19717,-4447,29,187,1069,1,1,0,1
4.786,10424.2,57227.2,-4615.17,128,217,2904,1,1,0,1
1.488,6149.96,4766.12,-1.28E+03,24,85,343,1,0,0,1
4.118,6979.66,5055.61,-1961.39,48,107,346,1,0,0,1
4.495,11731.7,60882.5,-3893.95,101,217,2904,1,1,0,1
0,17528,157261,-10142,38,407,6409,1,1,0,1
2.416,10639,57883.8,-4584.04,138,217,2904,1,1,0,1
3.666,9515.7,26379.6,-3424.42,22,174,1415,1,1,0,1
4.173,7067.64,9265.54,-3132.98,19,138,554,1,1,0,1
2.498,6775.85,5179.66,-2171.02,64,107,346,1,0,0,1
0,10636.2,57285,-4128,19,207,2895,1,1,0,1
2.793,6532.25,3903.22,-7.92E+02,11,86,205,1,0,0,1
0,38405.3,1857700,-19959,200,807,40369,1,1,0,1
4.43,9297.46,28706.5,-3412.07,35,179,1626,1,1,0,1
0,18504.7,168220,-8493,234,361,6176,1,1,0,1
0,20201.2,149687,-8964,120,430,5126,1,1,0,1
4.747,5528.22,1955.91,-1451.8,16,76,147,1,0,0,1
1.772,11668.7,115274,-2.60E+03,43,235,4905,1,1,0,1
0,8045.91,18543,-3928,30,153,978,1,1,0,1
3.441,22493.6,254891,-1.19E+04,74,540,8870,1,1,0,1
3.966,7829.07,8335.23,2.40E+03,24,111,453,1,1,0,0
0,7681.59,7974,-2144,23,137,488,1,1,0,1
4.915,14399.8,96994.4,-5507.04,58,294,4249,1,1,0,1
0,11626.3,64482,-4866,25,198,2127,1,1,0,1
2.118,5841.77,7596.52,-1812.57,77,104,457,1,1,0,1
3.926,4207.95,2123.46,-986.476,5,63,166,1,0,0,1
3.565,8866.22,12474.2,-2716.48,59,136,619,1,1,0,1
0,11366.4,53829,-2356,13,216,2329,1,1,0,1
2.362,8460.3,10518.8,-2921.25,90,139,587,1,1,0,1
2.294,8447.02,16479.8,-2817.82,76,142,844,1,1,0,1
0,21610.1,163389,-8886,77,436,5858,1,1,0,1
0,30791.5,611153,-16422,100,770,17713,1,1,0,1
2.888,8329.14,16866.5,-2652.22,76,142,844,1,1,0,1
0,24514.4,317109,-10145,110,511,11126,1,1,0,1
1.533,3970.14,2177.4,-1105.52,20,54,165,1,0,0,1
0,9206.07,19799,-3222,22,157,1108,1,1,0,1
3.325,7642.67,9572.21,-3020.07,21,138,554,1,1,0,1
4.026,9975.47,26210.2,-3316.14,28,174,1415,1,1,0,1
3.892,4526.74,2757.31,-1379.53,40,67,224,1,0,0,1
4.295,10415.4,32821.6,-3372.05,70,176,1922,1,1,0,1
3.018,10427.8,27043.6,-4338.42,42,214,1469,1,1,0,1
1.659,5641.39,4287.75,-1.54E+03,13,88,292,1,0,0,1
0,25556.1,393210,-13449,373,546,12353,1,1,0,1
4.943,8208.62,4694.79,-2647.88,32,131,271,1,0,0,1
3.832,4968.57,3281.53,-1168.15,34,71,249,1,0,0,1
4.535,9832.2,37911,-3603.39,50,180,2054,1,1,0,1
3.017,13551.3,50057.4,-5.24E+03,27,215,2188,1,1,0,1
3.289,10334.2,85347.1,-2.90E+03,21,220,3450,1,1,0,1
4.459,8382.16,4671.07,-2579.36,24,131,271,1,0,0,1
3.75,13044.6,78721.4,-5.94E+03,54,272,3539,1,1,0,1
3.772,6882.8,14383.7,-2509.7,69,120,809,1,1,0,1
3.146,5006.36,2888.96,-1267.94,52,67,224,1,0,0,1
3.584,6822.74,4132.18,-2.16E+03,29,86,205,1,0,0,1
2.972,14592.8,139693,-4.01E+03,42,315,5844,1,1,0,1
3.008,24269.1,265246,-1.24E+04,72,540,8870,1,1,0,1
1.678,5620.6,4165.81,-1534.32,123,88,318,1,0,0,1
3.439,24483.7,316185,-1.10E+04,87,540,8870,1,1,0,1
0.973,2560.44,52.8877,-3.74E+02,8,33,5,1,0,0,1
0,13400.7,74334,-6938,46,304,3461,1,1,0,1
4.814,9797.38,36019.4,-4.09E+03,43,196,1997,1,1,0,1
3.302,9114.24,26567.4,-2.25E+03,29,156,1364,1,1,0,1
0,13098.7,59170,-6046,40,288,2826,1,1,0,1
3.905,12577.1,59150.4,-6.18E+03,25,216,2677,1,1,0,1
0,9966.12,19698,-4183,55,193,982,1,1,0,1
2.265,4945.85,4304.51,-1.12E+03,12,79,317,1,0,0,1
3.315,13865.6,92685,-5.09E+03,63,254,3885,1,1,0,1
0,13198.4,78204,-5339,31,246,3367,1,1,0,1
3.631,13590.1,145439,-6429.51,162,308,6057,1,1,0,1
3.835,9821.68,26542.4,-3351.77,24,174,1415,1,1,0,1
4.219,12346.9,58185.5,-2.52E+03,63,223,2822,1,1,0,1
4.44,9897.38,35670.9,-4341.67,121,208,1691,1,1,0,1
0,11961.7,91536,-6886,27,275,4151,1,1,0,1
4.309,8687.55,28916.4,-3410.68,24,179,1626,1,1,0,1
2.909,3350.73,1342.19,-129.783,0,40,100,1,0,0,1
3.175,9686.33,16971.7,-3892.23,75,172,973,1,1,0,1
1.794,5412.22,4385.96,-7.62E+02,15,88,292,1,0,0,1
4.476,13435.9,52822.5,-6288.95,55,288,2334,1,1,0,1
0,15345.2,125831,-9607,36,336,5220,1,1,0,1
3.563,17096.9,135838,-5.45E+03,112,449,5537,1,1,0,1
0,23674.6,302085,-9773,158,498,8488,1,1,0,1
3.238,23495,284244,-9.54E+03,80,540,8870,1,1,0,1
3.851,8492.04,24645.2,-3109.5,33,157,1519,1,1,0,1
0,7809.34,8875,-3125,14,121,487,1,1,0,1
1.462,11416.7,68962,-4718.9,123,247,3373,1,1,0,1
0,17444.8,126722,-8662,130,321,4343,1,1,0,1
3.376,25672,330982,-8.03E+03,98,537,8350,1,1,0,1
2.548,13640,42647.6,-3.59E+03,46,234,1581,1,1,0,1
0,17232.4,235537,-11576,65,467,9010,1,1,0,1
4.651,10558.5,50057.7,-4567.49,115,209,2534,1,1,0,1
0,11884.7,50232,-5500,40,240,2327,1,1,0,1
3.623,10248.7,37930.7,-2.85E+03,48,196,1997,1,1,0,1
3.844,4847.82,2811.6,-1302.76,35,77,205,1,0,0,1
4.913,12872.3,72868.8,-5514.29,36,262,3211,1,1,0,1
4.855,6955.85,23508.5,-2.80E+03,55,156,1364,1,1,0,1
3.074,7596.46,9174.25,-2852.2,29,138,554,1,1,0,1
2.691,14327.1,51238.7,-4.68E+03,39,234,2464,1,1,0,1
3.476,6983.26,10830.2,-3.00E+03,9,109,689,1,1,0,1
2.565,5677.43,4178.1,-1485.49,124,88,318,1,0,0,1
0,15356.8,60277,-5591,42,280,2678,1,1,0,1
4.279,15055.3,116028,-6.66E+03,74,271,4426,1,1,0,1
0,13941.8,87127,-6004,29,314,3626,1,1,0,1
2.015,2485.83,54.8218,-5.91E+00,92,33,5,1,0,0,1
3.93,11824.5,49352.2,-4.73E+03,19,216,2677,1,1,0,1
2.898,9651.9,41401.2,-3069.63,100,159,2181,1,1,0,1
4.503,14694.5,79415.9,-7134.34,68,320,3466,1,1,0,1
3.433,10266.4,38266.7,-4345.53,35,193,2118,1,1,0,1
3.236,10761.9,58676.4,-4521.2,128,217,2904,1,1,0,1
4.739,14205.8,53383.1,-5846.2,54,288,2334,1,1,0,1
4.478,9523.89,37853.1,-3767.72,45,180,2054,1,1,0,1
0,9026.36,20893,-4983,113,173,1158,1,1,0,1
3.037,6785.63,5142.35,-2152.91,64,107,346,1,0,0,1
0,7925.06,16454,-4531,22,137,849,1,1,0,1
2.064,8443.44,12045.8,-2579.07,84,128,693,1,1,0,1
3.598,5551.33,7190.65,-1675.14,51,93,545,1,1,0,1
3.788,4861.57,1560.2,-1580.56,14,76,147,1,0,0,1
3.444,10650.3,24912.2,-1.74E+03,30,166,1111,1,1,0,1
0,6766.36,12382,-5008,5,145,773,1,1,0,1
4.1,8996.03,11337.9,-3022.64,40,156,654,1,1,0,1
0,14136.1,49985,-7186,119,254,2066,1,1,0,1
0,14848.1,52804,-5029,36,250,2062,1,1,0,1
1.673,7670.15,9540.04,-3073.58,101,130,490,1,1,0,1
1.155,10836.5,68723.1,-5641.31,147,247,3373,1,1,0,1
2.619,14454.5,59920.7,-6744.41,163,305,2610,1,1,0,1
4.39,14431,53506.8,-5403.24,77,288,2334,1,1,0,1
4.6,4847.79,4412.5,-1342.64,21,72,340,1,0,0,1
3.554,9877.73,44211.8,-4.21E+03,46,215,2188,1,1,0,1
3.143,6861.95,10502.4,-3.27E+03,15,109,689,1,1,0,1
4.636,14683.5,79430,-7005.97,74,320,3466,1,1,0,1
4.125,13565.3,55687.8,-3.38E+03,65,224,2192,1,1,0,1
3.609,9419.29,34331.3,-3575.05,84,176,1922,1,1,0,1
0,18799.6,300265,-9604,64,392,11108,1,1,0,1
3.69,5947.98,6959.33,-1625.77,45,93,545,1,1,0,1
3.819,6535.7,4041.17,-2394.98,71,101,249,1,0,0,1
0,17879.4,159581,-7847,96,389,5536,1,1,0,1
3.347,17941.1,161364,-1.01E+04,75,388,6290,1,1,0,1
3.722,9997.77,31409.6,-3348.59,75,176,1922,1,1,0,1
2.957,23267.8,252878,-9.65E+03,99,537,8350,1,1,0,1
2.293,14911.7,159825,-8123.63,63,352,6744,1,1,0,1
0,11896.6,57950,-5010,101,209,2602,1,1,0,1
3.291,10420.3,37040.3,-4127.33,106,205,1751,1,1,0,1
2.786,6706.93,10399.1,-2.76E+03,17,109,689,1,1,0,1
0,9092.99,19003,-3380,21,163,1018,1,1,0,1
0,12884.7,68386,-7200,55,261,3136,1,1,0,1
4.433,7803.6,9298.8,-1834.2,70,107,517,1,1,0,1
2.19,9979.93,50924.6,-4.70E+03,61,224,2192,1,1,0,1
0,8189.83,17857,-3751,23,146,1066,1,1,0,1
2.853,7047.11,5279.36,-2147.09,59,107,346,1,0,0,1
0,4928.25,6519,-1629,8,79,453,1,1,0,1
2.351,9404.3,9964.23,-2.43E+03,37,154,587,1,1,0,1
0,12194.5,78899,-6759,204,276,3876,1,1,0,1
3.436,17684.5,111616,-5.29E+03,50,322,4619,1,1,0,1
2.777,21599.7,237846,4.39E+03,97,537,8350,1,1,0,0
0,10799.5,46067,-4567,18,193,2056,1,1,0,1
3.362,6608.48,13502.5,-1536.76,33,96,804,1,1,0,1
2.344,2417.58,51.6653,-5.12E+02,96,33,5,1,0,0,1
0,8521.28,31455.9,-5042.55,123,199,1696,1,1,0,1
3.107,10125.5,86607.4,-2.16E+03,23,220,3450,1,1,0,1
3.451,7157.78,5466.64,-2075.63,58,107,346,1,0,0,1
0,8785.26,33363,-4393,55,154,1572,1,1,0,1
1.968,11383.2,115159,-4.61E+03,33,235,4905,1,1,0,1
2.768,6565.68,13120.2,-1532.69,14,96,804,1,1,0,1
4.667,9557.39,17299.8,-3854.86,75,172,973,1,1,0,1
0,7817.81,5783,-2414,8,119,346,1,0,0,1
4.178,8735.63,28082.3,-2.63E+03,28,166,1414,1,1,0,1
1.548,9262.79,17210.7,-4185.12,37,183,931,1,1,0,1
0,4749.31,4414,-2567,9,81,317,1,0,0,1
3.913,9137.63,13993.7,-2858.11,26,148,729,1,1,0,1
0,15379.6,129045,-6456,65,335,4818,1,1,0,1
2.827,19068.5,248329,-1.41E+04,63,540,8870,1,1,0,1
0,8504.05,13863,-5049,105,149,807,1,1,0,1
0,11151.2,24320,-4891,29,204,1162,1,1,0,1
4.609,9310.62,30057.3,-3332.98,123,171,1747,1,1,0,1
0,21160.3,346612,-10276,78,424,10963,1,1,0,1
0,12264.2,63536,-5835,90,241,2978,1,1,0,1
0,15023.9,162328,-5000,104,340,6860,1,1,0,1
2.225,6609.8,13323.9,-1555.32,16,96,804,1,1,0,1
0,8002.74,16577,-2570,19,129,928,1,1,0,1
3.202,7706.58,9787.82,-3214.57,24,138,554,1,1,0,1
4.885,14512,51853.4,-3287.36,58,288,2334,1,1,0,1
0,10379.4,39071,-4039,24,193,1995,1,1,0,1
0,5678.97,4384,-1244,8,98,270,1,0,0,1
2.612,12872.7,51041.5,-4.28E+03,31,234,2464,1,1,0,1
0,11031.2,57111,-4560,94,210,2748,1,1,0,1
0,12285.7,73178,-4880,159,244,3213,1,1,0,1
4.974,13028.3,45168.5,-5675.56,151,278,1938,1,1,0,1
1.729,11728.9,33366.4,-2.24E+03,24,234,1581,1,1,0,1
4.509,8160.02,4721.74,-2668.41,24,131,271,1,0,0,1
0,18444.8,167373,-15045,231,450,5964,1,1,0,1
4.702,9878.02,34527.8,-3740.44,93,176,1922,1,1,0,1
1.128,5150.02,4408.6,-1.74E+03,23,85,343,1,0,0,1
2.592,15233.5,60006.3,-6500.12,129,305,2610,1,1,0,1
2.065,7262.64,9577.27,-2473.83,15,123,621,1,1,0,1
2.26,20392.2,412186,-8.14E+03,54,473,14125,1,1,0,1
2.176,6117.85,7290.48,-1625.8,48,93,545,1,1,0,1
2.42,12860.1,61054.3,-5.74E+03,25,247,2754,1,1,0,1
4.024,6733.02,11927.7,-1690.15,20,105,765,1,1,0,1
4.292,8572.73,28800.2,-2790.04,34,179,1626,1,1,0,1
3.675,14641.8,147058,-6063.28,175,308,6057,1,1,0,1
0,18130.7,328024,-10699,69,420,12489,1,1,0,1
0,14080.1,59512.9,-7290.68,173,305,2610,1,1,0,1
2.472,10501.1,48215.7,-4.35E+03,21,216,2677,1,1,0,1
3.415,8948.92,26866.1,-2987.98,92,158,1403,1,1,0,1
1.444,11070.3,70042.9,-5365.92,139,247,3373,1,1,0,1
3.113,20012.5,244756,-1.21E+04,85,540,8870,1,1,0,1
0,21821.8,341478,-12348,378,582,11293,1,1,0,1
2.177,2444.73,58.4986,-1.56E+02,96,33,5,1,0,0,1
4.518,9352.77,27363.3,-2.05E+03,21,166,1414,1,1,0,1
2.232,8328.2,10645.4,-2991.81,93,139,587,1,1,0,1
3.487,13857.1,142767,-6161.77,162,308,6057,1,1,0,1
4.629,5518.16,1689.88,-1392.46,19,76,147,1,0,0,1
3.431,8797.64,28842.4,-2.79E+03,25,156,1364,1,1,0,1
1.531,3806.95,2169.38,-1146.25,20,54,165,1,0,0,1
1.889,4265.77,4428.26,-2.05E+03,31,85,343,1,1,0,1
2.892,6176.71,10458.6,-3.58E+03,19,109,689,1,1,0,1
4.893,5120.47,2956.27,-1117.76,45,67,224,1,0,0,1
2.984,6539.04,5200.78,-2201.2,53,107,346,1,0,0,1
3.686,4559.93,4215.23,-1.63E+03,27,88,292,1,0,0,1
3.401,7568.1,9561.9,-2942.48,31,138,554,1,1,0,1
1.572,4340.08,2156,-1026.23,20,54,165,1,0,0,1
0,15630.8,87721,-7885,100,322,3553,1,1,0,1
2.16,8755.66,20025,-3446.54,86,163,1162,1,1,0,1
4.525,7300.53,19165,-2.82E+03,8,119,973,1,1,0,1
0,23940.4,588085,-11491,141,616,16961,1,1,0,1
0,8442.41,8708,-3046,24,125,322,1,1,0,1
2.788,14587.3,51504.5,-4.64E+03,45,234,2464,1,1,0,1
0,8160.82,23175,-3420,6,144,1358,1,1,0,1
2.512,6110.93,7565.27,-1676.77,52,93,545,1,1,0,1
3.305,7181.65,13812.2,-2323.73,94,120,809,1,1,0,1
4.975,10224.6,23521.3,-3454.87,35,176,1313,1,1,0,1
0,25040.4,598196,-11483,110,504,13970,1,1,0,1
2.576,10707.2,37959.2,-4209.09,117,205,1751,1,1,0,1
2.132,11236.2,113688,-4.27E+03,42,235,4905,1,1,0,1
2.795,8924.95,39564.3,-3.27E+03,21,196,1885,1,1,0,1
0,10887.1,86516,-6323,38,232,3883,1,1,0,1
2.858,8070.64,12020.2,-2565.97,82,128,693,1,1,0,1
4.035,5779.34,11043.6,-1930.41,18,102,764,1,1,0,1
4.176,8942.01,20858.9,-3556.65,98,163,1162,1,1,0,1
2.019,20126.4,147527,-9.91E+03,91,449,5537,1,1,0,1
0,18056.9,213681,-11531,294,436,8215,1,1,0,1
1.791,7843.47,9529.72,-3034.82,97,130,490,1,1,0,1
4.2,12821.3,63236.4,-1.05E+03,67,223,2822,1,1,0,1
1.983,6015.99,4186.63,-908.565,95,88,318,1,0,0,1
0,10784.9,15275,-3002,34,188,732,1,1,0,1
2.013,3894.71,1459.79,-1060.2,42,52,133,1,0,0,1
1.024,5861.25,4753.82,-1.26E+03,21,85,343,1,0,0,1
0,8384.63,22947,-2680,19,148,1206,1,1,0,1
0,9645.85,30878,-3372,46,174,1687,1,1,0,1
3.923,10930.1,43340.9,-3.38E+03,15,196,1885,1,1,0,1
0,13214.5,78461,-7165,41,283,3462,1,1,0,1
2.028,4971.39,3846.01,-1.13E+03,14,79,317,1,0,0,1
